deal_id,stage_name,date_entered,date_exited
D00288,Demo,2026-04-25,2026-04-28
D00288,Proposal,2026-04-28,2026-05-10
D00288,Negotiation,2026-05-10,2026-05-19
D00289,Lead,2026-05-21,2026-05-27
D00289,Qualified,2026-05-27,2026-05-31
D00289,Demo,2026-05-31,2026-06-11
D00289,Proposal,2026-06-11,2026-06-25
D00289,Negotiation,2026-06-25,2026-07-04
D00290,Lead,2026-06-24,2026-06-30
D00290,Qualified,2026-06-30,2026-07-08
D00290,Demo,2026-07-08,2026-07-21
D00290,Proposal,2026-07-21,
D00291,Lead,2024-08-27,2024-09-01
D00291,Qualified,2024-09-01,2024-09-10
D00291,Demo,2024-09-10,2024-09-19
D00291,Proposal,2024-09-19,2024-10-01
D00291,Negotiation,2024-10-01,2024-10-07
D00292,Lead,2025-02-08,2025-02-15
D00292,Qualified,2025-02-15,2025-02-20
D00292,Demo,2025-02-20,2025-03-02
D00292,Proposal,2025-03-02,2025-03-09
D00292,Negotiation,2025-03-09,2025-03-23
D00293,Lead,2024-04-30,2024-05-05
D00293,Qualified,2024-05-05,2024-05-12
D00293,Demo,2024-05-12,2024-05-22
D00294,Lead,2025-08-09,2025-08-13
D00294,Qualified,2025-08-13,2025-08-17
D00294,Demo,2025-08-17,2025-08-27
D00294,Proposal,2025-08-27,2025-09-08
D00294,Negotiation,2025-09-08,2025-09-22
D00295,Lead,2026-03-26,2026-03-27
D00295,Qualified,2026-03-27,2026-04-05
D00295,Demo,2026-04-05,2026-04-10
D00295,Proposal,2026-04-10,2026-04-26
D00295,Negotiation,2026-04-26,2026-05-06
D00296,Lead,2025-05-18,2025-05-23
D00296,Qualified,2025-05-23,2025-05-28
D00296,Demo,2025-05-28,2025-06-05
D00297,Lead,2024-04-11,2024-04-16
D00297,Qualified,2024-04-16,2024-04-23
D00297,Demo,2024-04-23,2024-05-04
D00297,Proposal,2024-05-04,2024-05-17
D00297,Negotiation,2024-05-17,2024-05-22
D00298,Lead,2026-06-26,2026-06-28
D00298,Qualified,2026-06-28,2026-07-06
D00298,Demo,2026-07-06,2026-07-15
D00299,Lead,2026-06-16,2026-06-19
D00299,Qualified,2026-06-19,2026-06-27
D00299,Demo,2026-06-27,2026-07-05
D00299,Proposal,2026-07-05,
D00300,Lead,2026-02-09,2026-02-14
D00300,Qualified,2026-02-14,2026-02-17
D00301,Lead,2025-02-27,2025-03-01
D00301,Qualified,2025-03-01,2025-03-08
D00301,Demo,2025-03-08,2025-03-16
D00301,Proposal,2025-03-16,2025-03-28
D00301,Negotiation,2025-03-28,2025-04-14
D00302,Lead,2026-02-15,2026-02-18
D00302,Qualified,2026-02-18,2026-02-24
D00303,Lead,2026-07-06,2026-07-10
D00303,Qualified,2026-07-10,2026-07-17
D00303,Demo,2026-07-17,
D00304,Lead,2025-12-10,2025-12-13
D00304,Qualified,2025-12-13,2025-12-24
D00304,Demo,2025-12-24,2026-01-01
D00304,Proposal,2026-01-01,2026-01-12
D00304,Negotiation,2026-01-12,2026-01-17
D00305,Lead,2026-06-20,2026-06-28
D00305,Qualified,2026-06-28,2026-07-01
D00305,Demo,2026-07-01,2026-07-16
D00305,Proposal,2026-07-16,
D00306,Lead,2025-06-16,2025-06-20
D00306,Qualified,2025-06-20,2025-06-26
D00306,Demo,2025-06-26,2025-07-04
D00306,Proposal,2025-07-04,2025-07-20
D00307,Lead,2025-01-25,2025-01-29
D00307,Qualified,2025-01-29,2025-02-06
D00307,Demo,2025-02-06,2025-02-18
D00307,Proposal,2025-02-18,2025-02-24
D00307,Negotiation,2025-02-24,2025-03-15
D00308,Lead,2025-09-27,2025-10-04
D00308,Qualified,2025-10-04,2025-10-09
D00308,Demo,2025-10-09,2025-10-19
D00308,Proposal,2025-10-19,2025-11-02
D00308,Negotiation,2025-11-02,2025-11-12
D00309,Lead,2026-05-11,2026-05-14
D00309,Qualified,2026-05-14,2026-05-16
D00309,Demo,2026-05-16,2026-05-25
D00309,Proposal,2026-05-25,2026-06-14
D00310,Lead,2026-06-16,2026-06-18
D00311,Lead,2024-05-25,2024-05-30
D00311,Qualified,2024-05-30,2024-06-04
D00311,Demo,2024-06-04,2024-06-12
D00311,Proposal,2024-06-12,2024-07-03
D00311,Negotiation,2024-07-03,2024-07-16
D00312,Lead,2026-06-02,2026-06-05
D00312,Qualified,2026-06-05,2026-06-10
D00312,Demo,2026-06-10,2026-06-19
D00312,Proposal,2026-06-19,2026-07-05
D00312,Negotiation,2026-07-05,2026-07-13
D00313,Lead,2025-08-21,2025-08-27
D00313,Qualified,2025-08-27,2025-09-02
D00313,Demo,2025-09-02,2025-09-08
D00313,Proposal,2025-09-08,2025-09-21
D00313,Negotiation,2025-09-21,2025-09-30
D00314,Lead,2024-11-09,2024-11-12
D00314,Qualified,2024-11-12,2024-11-17
D00314,Demo,2024-11-17,2024-11-25
D00314,Proposal,2024-11-25,2024-12-06
D00314,Negotiation,2024-12-06,2024-12-18
D00315,Lead,2024-08-21,2024-08-24
D00315,Qualified,2024-08-24,2024-08-31
D00315,Demo,2024-08-31,2024-09-03
D00315,Proposal,2024-09-03,2024-09-15
D00315,Negotiation,2024-09-15,2024-09-30
D00316,Lead,2025-06-08,2025-06-11
D00316,Qualified,2025-06-11,2025-06-20
D00316,Demo,2025-06-20,2025-06-28
D00316,Proposal,2025-06-28,2025-07-15
D00317,Lead,2026-01-25,2026-01-26
D00317,Qualified,2026-01-26,2026-02-01
D00317,Demo,2026-02-01,2026-02-09
D00317,Proposal,2026-02-09,2026-02-27
D00317,Negotiation,2026-02-27,2026-03-04
D00318,Lead,2025-04-07,2025-04-14
D00319,Lead,2026-06-04,2026-06-08
D00319,Qualified,2026-06-08,2026-06-14
D00319,Demo,2026-06-14,2026-06-22
D00319,Proposal,2026-06-22,2026-07-06
D00319,Negotiation,2026-07-06,2026-07-17
D00320,Lead,2024-01-08,2024-01-13
D00320,Qualified,2024-01-13,2024-01-18
D00320,Demo,2024-01-18,2024-01-30
D00320,Proposal,2024-01-30,2024-02-12
D00320,Negotiation,2024-02-12,2024-02-20
D00321,Lead,2024-07-06,2024-07-10
D00321,Qualified,2024-07-10,2024-07-17
D00321,Demo,2024-07-17,2024-07-19
D00321,Proposal,2024-07-19,2024-07-27
D00322,Lead,2025-06-02,2025-06-05
D00322,Qualified,2025-06-05,2025-06-10
D00322,Demo,2025-06-10,2025-06-17
D00323,Lead,2026-05-11,2026-05-13
D00323,Qualified,2026-05-13,2026-05-17
D00323,Demo,2026-05-17,2026-05-21
D00324,Lead,2026-04-10,2026-04-14
D00325,Lead,2024-09-01,2024-09-05
D00325,Qualified,2024-09-05,2024-09-12
D00325,Demo,2024-09-12,2024-09-16
D00325,Proposal,2024-09-16,2024-10-06
D00325,Negotiation,2024-10-06,2024-10-17
D00326,Lead,2026-06-06,2026-06-10
D00326,Qualified,2026-06-10,2026-06-16
D00326,Demo,2026-06-16,2026-06-29
D00326,Proposal,2026-06-29,2026-07-09
D00326,Negotiation,2026-07-09,2026-07-20
D00327,Lead,2026-06-24,2026-06-26
D00327,Qualified,2026-06-26,2026-07-01
D00327,Demo,2026-07-01,2026-07-07
D00327,Proposal,2026-07-07,2026-07-17
D00327,Negotiation,2026-07-17,
D00328,Lead,2024-08-31,2024-09-03
D00328,Qualified,2024-09-03,2024-09-13
D00328,Demo,2024-09-13,2024-09-19
D00328,Proposal,2024-09-19,2024-10-04
D00328,Negotiation,2024-10-04,2024-10-13
D00329,Lead,2024-03-07,2024-03-08
D00329,Qualified,2024-03-08,2024-03-16
D00329,Demo,2024-03-16,2024-03-27
D00329,Proposal,2024-03-27,2024-04-06
D00329,Negotiation,2024-04-06,2024-04-16
D00330,Lead,2024-06-20,2024-06-26
D00331,Lead,2024-11-03,2024-11-04
D00331,Qualified,2024-11-04,2024-11-09
D00331,Demo,2024-11-09,2024-11-21
D00332,Lead,2026-01-30,2026-02-05
D00332,Qualified,2026-02-05,2026-02-06
D00332,Demo,2026-02-06,2026-02-16
D00332,Proposal,2026-02-16,2026-02-25
D00333,Lead,2026-04-20,2026-04-25
D00333,Qualified,2026-04-25,2026-05-03
D00333,Demo,2026-05-03,2026-05-08
D00333,Proposal,2026-05-08,2026-05-19
D00333,Negotiation,2026-05-19,2026-05-23
D00334,Lead,2026-01-21,2026-01-25
D00334,Qualified,2026-01-25,2026-02-01
D00334,Demo,2026-02-01,2026-02-07
D00334,Proposal,2026-02-07,2026-02-15
D00334,Negotiation,2026-02-15,2026-02-21
D00335,Lead,2026-04-30,2026-05-05
D00335,Qualified,2026-05-05,2026-05-10
D00335,Demo,2026-05-10,2026-05-20
D00335,Proposal,2026-05-20,2026-06-04
D00335,Negotiation,2026-06-04,2026-06-16
D00336,Lead,2026-06-21,2026-06-25
D00336,Qualified,2026-06-25,2026-06-30
D00336,Demo,2026-06-30,2026-07-09
D00336,Proposal,2026-07-09,
D00337,Lead,2026-06-28,2026-07-03
D00337,Qualified,2026-07-03,2026-07-08
D00337,Demo,2026-07-08,2026-07-10
D00337,Proposal,2026-07-10,2026-07-18
D00337,Negotiation,2026-07-18,
D00338,Lead,2024-12-22,2024-12-27
D00338,Qualified,2024-12-27,2025-01-02
D00338,Demo,2025-01-02,2025-01-12
D00338,Proposal,2025-01-12,2025-02-11
D00338,Negotiation,2025-02-11,2025-02-22
D00339,Lead,2026-07-09,2026-07-10
D00339,Qualified,2026-07-10,2026-07-17
D00339,Demo,2026-07-17,
D00340,Lead,2026-07-13,2026-07-17
D00340,Qualified,2026-07-17,2026-07-21
D00340,Demo,2026-07-21,
D00341,Lead,2025-08-29,2025-09-02
D00341,Qualified,2025-09-02,2025-09-07
D00341,Demo,2025-09-07,2025-09-15
D00341,Proposal,2025-09-15,2025-09-28
D00341,Negotiation,2025-09-28,2025-10-07
D00342,Lead,2025-05-26,2025-06-01
D00342,Qualified,2025-06-01,2025-06-07
D00342,Demo,2025-06-07,2025-06-14
D00342,Proposal,2025-06-14,2025-06-25
D00342,Negotiation,2025-06-25,2025-07-06
D00343,Lead,2026-01-14,2026-01-19
D00344,Lead,2026-02-14,2026-02-20
D00344,Qualified,2026-02-20,2026-03-02
D00344,Demo,2026-03-02,2026-03-13
D00344,Proposal,2026-03-13,2026-04-08
D00344,Negotiation,2026-04-08,2026-04-20
D00345,Lead,2025-03-13,2025-03-16
D00345,Qualified,2025-03-16,2025-03-25
D00345,Demo,2025-03-25,2025-03-31
D00346,Lead,2024-06-25,2024-07-01
D00346,Qualified,2024-07-01,2024-07-08
D00346,Demo,2024-07-08,2024-07-20
D00346,Proposal,2024-07-20,2024-08-03
D00346,Negotiation,2024-08-03,2024-08-15
D00347,Lead,2026-05-27,2026-06-01
D00347,Qualified,2026-06-01,2026-06-09
D00348,Lead,2026-07-01,2026-07-02
D00348,Qualified,2026-07-02,2026-07-04
D00349,Lead,2024-06-24,2024-06-26
D00349,Qualified,2024-06-26,2024-06-30
D00349,Demo,2024-06-30,2024-07-11
D00349,Proposal,2024-07-11,2024-07-22
D00350,Lead,2024-08-08,2024-08-09
D00350,Qualified,2024-08-09,2024-08-14
D00350,Demo,2024-08-14,2024-08-23
D00350,Proposal,2024-08-23,2024-09-06
D00350,Negotiation,2024-09-06,2024-09-13
D00351,Lead,2024-06-06,2024-06-13
D00351,Qualified,2024-06-13,2024-06-17
D00351,Demo,2024-06-17,2024-06-24
D00351,Proposal,2024-06-24,2024-07-18
D00351,Negotiation,2024-07-18,2024-07-25
D00352,Lead,2026-05-30,2026-06-01
D00353,Lead,2025-11-25,2025-11-29
D00353,Qualified,2025-11-29,2025-12-05
D00353,Demo,2025-12-05,2025-12-16
D00353,Proposal,2025-12-16,2025-12-26
D00353,Negotiation,2025-12-26,2026-01-01
D00354,Lead,2026-05-28,2026-05-31
D00354,Qualified,2026-05-31,2026-06-08
D00354,Demo,2026-06-08,2026-06-17
D00354,Proposal,2026-06-17,2026-06-26
D00354,Negotiation,2026-06-26,2026-07-08
D00355,Lead,2026-05-01,2026-05-07
D00355,Qualified,2026-05-07,2026-05-15
D00355,Demo,2026-05-15,2026-05-29
D00355,Proposal,2026-05-29,2026-06-10
D00355,Negotiation,2026-06-10,2026-06-26
D00356,Lead,2026-05-21,2026-05-24
D00356,Qualified,2026-05-24,2026-06-04
D00356,Demo,2026-06-04,2026-06-14
D00356,Proposal,2026-06-14,2026-06-23
D00356,Negotiation,2026-06-23,2026-07-07
D00357,Lead,2026-06-17,2026-06-19
D00357,Qualified,2026-06-19,2026-06-25
D00357,Demo,2026-06-25,2026-07-02
D00357,Proposal,2026-07-02,2026-07-10
D00357,Negotiation,2026-07-10,2026-07-18
D00358,Lead,2026-07-11,2026-07-15
D00358,Qualified,2026-07-15,2026-07-22
D00358,Demo,2026-07-22,
D00359,Lead,2026-03-22,2026-03-31
D00359,Qualified,2026-03-31,2026-04-04
D00359,Demo,2026-04-04,2026-04-08
D00359,Proposal,2026-04-08,2026-04-19
D00360,Lead,2026-07-15,2026-07-19
D00360,Qualified,2026-07-19,2026-07-22
D00360,Demo,2026-07-22,
D00361,Lead,2024-08-24,2024-08-28
D00361,Qualified,2024-08-28,2024-09-01
D00361,Demo,2024-09-01,2024-09-13
D00362,Lead,2025-09-13,2025-09-18
D00362,Qualified,2025-09-18,2025-09-24
D00362,Demo,2025-09-24,2025-10-02
D00362,Proposal,2025-10-02,2025-10-14
D00363,Lead,2026-06-30,2026-07-05
D00363,Qualified,2026-07-05,2026-07-11
D00363,Demo,2026-07-11,2026-07-15
D00363,Proposal,2026-07-15,
D00364,Lead,2026-01-04,2026-01-09
D00364,Qualified,2026-01-09,2026-01-13
D00365,Lead,2025-06-29,2025-07-03
D00365,Qualified,2025-07-03,2025-07-06
D00365,Demo,2025-07-06,2025-07-18
D00365,Proposal,2025-07-18,2025-07-26
D00365,Negotiation,2025-07-26,2025-08-04
D00366,Lead,2024-10-03,2024-10-08
D00367,Lead,2026-07-15,2026-07-21
D00368,Lead,2026-04-18,2026-04-22
D00368,Qualified,2026-04-22,2026-04-30
D00368,Demo,2026-04-30,2026-05-10
D00368,Proposal,2026-05-10,2026-05-24
D00368,Negotiation,2026-05-24,2026-05-31
D00369,Lead,2026-04-15,2026-04-21
D00369,Qualified,2026-04-21,2026-04-28
D00370,Lead,2025-02-16,2025-02-20
D00370,Qualified,2025-02-20,2025-03-02
D00370,Demo,2025-03-02,2025-03-12
D00370,Proposal,2025-03-12,2025-03-23
D00370,Negotiation,2025-03-23,2025-04-03
D00371,Lead,2025-05-05,2025-05-09
D00372,Lead,2026-06-08,2026-06-11
D00372,Qualified,2026-06-11,2026-06-19
D00372,Demo,2026-06-19,2026-06-29
D00372,Proposal,2026-06-29,2026-07-07
D00372,Negotiation,2026-07-07,2026-07-19
D00373,Lead,2026-06-09,2026-06-13
D00373,Qualified,2026-06-13,2026-06-18
D00373,Demo,2026-06-18,2026-06-29
D00373,Proposal,2026-06-29,2026-07-14
D00373,Negotiation,2026-07-14,
D00374,Lead,2024-10-12,2024-10-15
D00374,Qualified,2024-10-15,2024-10-24
D00374,Demo,2024-10-24,2024-11-03
D00374,Proposal,2024-11-03,2024-11-17
D00374,Negotiation,2024-11-17,2024-11-24
D00375,Lead,2026-04-16,2026-04-23
D00375,Qualified,2026-04-23,2026-05-03
D00375,Demo,2026-05-03,2026-05-07
D00375,Proposal,2026-05-07,2026-05-23
D00376,Lead,2024-01-27,2024-02-04
D00376,Qualified,2024-02-04,2024-02-13
D00376,Demo,2024-02-13,2024-02-27
D00376,Proposal,2024-02-27,2024-03-15
D00376,Negotiation,2024-03-15,2024-03-20
D00377,Lead,2026-07-07,2026-07-08
D00377,Qualified,2026-07-08,2026-07-14
D00377,Demo,2026-07-14,2026-07-22
D00377,Proposal,2026-07-22,
D00378,Lead,2026-05-09,2026-05-13
D00378,Qualified,2026-05-13,2026-05-17
D00378,Demo,2026-05-17,2026-05-25
D00378,Proposal,2026-05-25,2026-06-04
D00378,Negotiation,2026-06-04,2026-06-20
D00379,Lead,2026-06-27,2026-06-30
D00379,Qualified,2026-06-30,2026-07-08
D00379,Demo,2026-07-08,2026-07-12
D00379,Proposal,2026-07-12,
D00380,Lead,2026-06-03,2026-06-09
D00380,Qualified,2026-06-09,2026-06-12
D00380,Demo,2026-06-12,2026-06-19
D00380,Proposal,2026-06-19,2026-07-01
D00380,Negotiation,2026-07-01,2026-07-09
D00381,Lead,2026-07-12,2026-07-13
D00381,Qualified,2026-07-13,2026-07-20
D00381,Demo,2026-07-20,
D00382,Lead,2026-05-21,2026-05-25
D00382,Qualified,2026-05-25,2026-05-31
D00382,Demo,2026-05-31,2026-06-07
D00383,Lead,2024-05-12,2024-05-15
D00383,Qualified,2024-05-15,2024-05-20
D00383,Demo,2024-05-20,2024-05-30
D00384,Lead,2026-05-24,2026-05-31
D00384,Qualified,2026-05-31,2026-06-08
D00384,Demo,2026-06-08,2026-06-16
D00384,Proposal,2026-06-16,2026-06-23
D00384,Negotiation,2026-06-23,2026-07-01
D00385,Lead,2026-05-13,2026-05-17
D00385,Qualified,2026-05-17,2026-05-19
D00386,Lead,2026-04-24,2026-04-27
D00386,Qualified,2026-04-27,2026-05-01
D00386,Demo,2026-05-01,2026-05-12
D00386,Proposal,2026-05-12,2026-05-27
D00386,Negotiation,2026-05-27,2026-06-03
D00387,Lead,2024-11-27,2024-12-01
D00387,Qualified,2024-12-01,2024-12-09
D00387,Demo,2024-12-09,2024-12-19
D00387,Proposal,2024-12-19,2025-01-11
D00387,Negotiation,2025-01-11,2025-01-16
D00388,Lead,2025-09-07,2025-09-13
D00388,Qualified,2025-09-13,2025-09-18
D00388,Demo,2025-09-18,2025-09-28
D00388,Proposal,2025-09-28,2025-10-09
D00388,Negotiation,2025-10-09,2025-10-19
D00389,Lead,2026-05-15,2026-05-20
D00389,Qualified,2026-05-20,2026-05-29
D00389,Demo,2026-05-29,2026-06-05
D00389,Proposal,2026-06-05,2026-06-22
D00389,Negotiation,2026-06-22,2026-07-06
D00390,Lead,2024-04-27,2024-04-29
D00390,Qualified,2024-04-29,2024-05-05
D00390,Demo,2024-05-05,2024-05-13
D00390,Proposal,2024-05-13,2024-05-31
D00390,Negotiation,2024-05-31,2024-06-20
D00391,Lead,2024-06-23,2024-06-26
D00391,Qualified,2024-06-26,2024-07-03
D00391,Demo,2024-07-03,2024-07-09
D00391,Proposal,2024-07-09,2024-07-22
D00391,Negotiation,2024-07-22,2024-08-03
D00392,Lead,2026-05-27,2026-06-03
D00392,Qualified,2026-06-03,2026-06-11
D00393,Lead,2026-07-08,2026-07-14
D00393,Qualified,2026-07-14,2026-07-20
D00393,Demo,2026-07-20,
D00394,Lead,2024-07-03,2024-07-07
D00394,Qualified,2024-07-07,2024-07-10
D00394,Demo,2024-07-10,2024-07-21
D00394,Proposal,2024-07-21,2024-07-29
D00394,Negotiation,2024-07-29,2024-08-12
D00395,Lead,2024-01-06,2024-01-09
D00395,Qualified,2024-01-09,2024-01-14
D00395,Demo,2024-01-14,2024-01-27
D00395,Proposal,2024-01-27,2024-02-06
D00396,Lead,2026-04-08,2026-04-12
D00396,Qualified,2026-04-12,2026-04-19
D00396,Demo,2026-04-19,2026-04-26
D00396,Proposal,2026-04-26,2026-05-11
D00396,Negotiation,2026-05-11,2026-05-16
D00397,Lead,2025-06-07,2025-06-12
D00397,Qualified,2025-06-12,2025-06-16
D00397,Demo,2025-06-16,2025-06-23
D00397,Proposal,2025-06-23,2025-07-09
D00398,Lead,2026-07-09,2026-07-14
D00398,Qualified,2026-07-14,2026-07-23
D00398,Demo,2026-07-23,
D00399,Lead,2026-04-22,2026-04-26
D00399,Qualified,2026-04-26,2026-05-02
D00399,Demo,2026-05-02,2026-05-15
D00399,Proposal,2026-05-15,2026-05-30
D00399,Negotiation,2026-05-30,2026-06-17
D00400,Lead,2025-02-13,2025-02-17
D00400,Qualified,2025-02-17,2025-02-25
D00400,Demo,2025-02-25,2025-03-02
D00401,Lead,2026-01-11,2026-01-17
D00402,Lead,2026-05-24,2026-05-26
D00402,Qualified,2026-05-26,2026-06-02
D00402,Demo,2026-06-02,2026-06-14
D00402,Proposal,2026-06-14,2026-06-26
D00402,Negotiation,2026-06-26,2026-07-03
D00403,Lead,2024-10-30,2024-11-04
D00403,Qualified,2024-11-04,2024-11-07
D00404,Lead,2026-04-29,2026-05-05
D00404,Qualified,2026-05-05,2026-05-10
D00404,Demo,2026-05-10,2026-05-21
D00404,Proposal,2026-05-21,2026-05-29
D00404,Negotiation,2026-05-29,2026-06-13
D00405,Lead,2024-07-10,2024-07-12
D00405,Qualified,2024-07-12,2024-07-19
D00405,Demo,2024-07-19,2024-08-01
D00405,Proposal,2024-08-01,2024-08-14
D00405,Negotiation,2024-08-14,2024-08-23
D00406,Lead,2024-04-23,2024-04-25
D00406,Qualified,2024-04-25,2024-04-30
D00406,Demo,2024-04-30,2024-05-10
D00406,Proposal,2024-05-10,2024-05-22
D00406,Negotiation,2024-05-22,2024-05-28
D00407,Lead,2026-07-12,2026-07-21
D00407,Qualified,2026-07-21,
D00408,Lead,2025-08-20,2025-08-25
D00408,Qualified,2025-08-25,2025-09-01
D00408,Demo,2025-09-01,2025-09-08
D00408,Proposal,2025-09-08,2025-09-23
D00408,Negotiation,2025-09-23,2025-09-28
D00409,Lead,2026-05-27,2026-06-02
D00409,Qualified,2026-06-02,2026-06-08
D00410,Lead,2026-06-03,2026-06-11
D00410,Qualified,2026-06-11,2026-06-17
D00410,Demo,2026-06-17,2026-06-27
D00410,Proposal,2026-06-27,2026-07-10
D00410,Negotiation,2026-07-10,
D00411,Lead,2024-05-30,2024-06-02
D00411,Qualified,2024-06-02,2024-06-05
D00411,Demo,2024-06-05,2024-06-12
D00411,Proposal,2024-06-12,2024-07-03
D00411,Negotiation,2024-07-03,2024-07-13
D00412,Lead,2024-05-26,2024-05-28
D00412,Qualified,2024-05-28,2024-06-03
D00412,Demo,2024-06-03,2024-06-09
D00412,Proposal,2024-06-09,2024-06-20
D00412,Negotiation,2024-06-20,2024-06-28
D00413,Lead,2025-04-17,2025-04-21
D00413,Qualified,2025-04-21,2025-04-26
D00413,Demo,2025-04-26,2025-05-06
D00413,Proposal,2025-05-06,2025-05-13
D00413,Negotiation,2025-05-13,2025-05-23
D00414,Lead,2025-08-02,2025-08-04
D00414,Qualified,2025-08-04,2025-08-09
D00414,Demo,2025-08-09,2025-08-12
D00414,Proposal,2025-08-12,2025-08-26
D00415,Lead,2025-06-12,2025-06-17
D00415,Qualified,2025-06-17,2025-06-24
D00415,Demo,2025-06-24,2025-07-01
D00415,Proposal,2025-07-01,2025-07-11
D00416,Lead,2026-05-01,2026-05-04
D00416,Qualified,2026-05-04,2026-05-10
D00416,Demo,2026-05-10,2026-05-17
D00416,Proposal,2026-05-17,2026-05-27
D00416,Negotiation,2026-05-27,2026-06-07
D00417,Lead,2026-04-13,2026-04-16
D00417,Qualified,2026-04-16,2026-04-24
D00417,Demo,2026-04-24,2026-04-29
D00417,Proposal,2026-04-29,2026-05-07
D00417,Negotiation,2026-05-07,2026-05-20
D00418,Lead,2024-12-26,2024-12-31
D00418,Qualified,2024-12-31,2025-01-10
D00418,Demo,2025-01-10,2025-01-17
D00418,Proposal,2025-01-17,2025-01-27
D00419,Lead,2026-04-29,2026-05-01
D00419,Qualified,2026-05-01,2026-05-04
D00419,Demo,2026-05-04,2026-05-17
D00419,Proposal,2026-05-17,2026-06-04
D00419,Negotiation,2026-06-04,2026-06-19
D00420,Lead,2024-11-24,2024-11-29
D00420,Qualified,2024-11-29,2024-12-04
D00420,Demo,2024-12-04,2024-12-16
D00420,Proposal,2024-12-16,2024-12-29
D00420,Negotiation,2024-12-29,2025-01-05
D00421,Lead,2025-11-29,2025-12-03
D00421,Qualified,2025-12-03,2025-12-14
D00421,Demo,2025-12-14,2025-12-20
D00421,Proposal,2025-12-20,2026-01-11
D00422,Lead,2024-01-24,2024-01-26
D00422,Qualified,2024-01-26,2024-02-03
D00422,Demo,2024-02-03,2024-02-11
D00422,Proposal,2024-02-11,2024-02-26
D00422,Negotiation,2024-02-26,2024-03-08
D00423,Lead,2024-12-03,2024-12-09
D00423,Qualified,2024-12-09,2024-12-17
D00423,Demo,2024-12-17,2024-12-26
D00423,Proposal,2024-12-26,2025-01-08
D00424,Lead,2024-11-06,2024-11-13
D00424,Qualified,2024-11-13,2024-11-20
D00425,Lead,2024-04-28,2024-04-30
D00425,Qualified,2024-04-30,2024-05-05
D00425,Demo,2024-05-05,2024-05-16
D00425,Proposal,2024-05-16,2024-06-16
D00426,Lead,2024-11-17,2024-11-19
D00426,Qualified,2024-11-19,2024-11-29
D00426,Demo,2024-11-29,2024-12-11
D00426,Proposal,2024-12-11,2024-12-22
D00426,Negotiation,2024-12-22,2024-12-30
D00427,Lead,2024-02-25,2024-02-29
D00427,Qualified,2024-02-29,2024-03-08
D00427,Demo,2024-03-08,2024-03-21
D00427,Proposal,2024-03-21,2024-04-05
D00428,Lead,2024-11-03,2024-11-04
D00428,Qualified,2024-11-04,2024-11-12
D00428,Demo,2024-11-12,2024-11-18
D00428,Proposal,2024-11-18,2024-11-25
D00428,Negotiation,2024-11-25,2024-12-05
D00429,Lead,2026-01-23,2026-01-29
D00429,Qualified,2026-01-29,2026-02-02
D00429,Demo,2026-02-02,2026-02-15
D00429,Proposal,2026-02-15,2026-02-25
D00429,Negotiation,2026-02-25,2026-03-08
D00430,Lead,2025-09-22,2025-09-27
D00430,Qualified,2025-09-27,2025-10-01
D00430,Demo,2025-10-01,2025-10-05
D00430,Proposal,2025-10-05,2025-10-15
D00431,Lead,2024-03-06,2024-03-13
D00431,Qualified,2024-03-13,2024-03-18
D00431,Demo,2024-03-18,2024-04-02
D00432,Lead,2024-01-17,2024-01-18
D00432,Qualified,2024-01-18,2024-01-24
D00432,Demo,2024-01-24,2024-02-04
D00432,Proposal,2024-02-04,2024-02-26
D00432,Negotiation,2024-02-26,2024-03-09
D00433,Lead,2024-06-13,2024-06-14
D00433,Qualified,2024-06-14,2024-06-18
D00433,Demo,2024-06-18,2024-06-25
D00433,Proposal,2024-06-25,2024-07-11
D00434,Lead,2025-10-07,2025-10-13
D00434,Qualified,2025-10-13,2025-10-16
D00434,Demo,2025-10-16,2025-10-26
D00434,Proposal,2025-10-26,2025-11-07
D00434,Negotiation,2025-11-07,2025-11-17
D00435,Lead,2025-09-11,2025-09-16
D00435,Qualified,2025-09-16,2025-09-22
D00435,Demo,2025-09-22,2025-09-30
D00435,Proposal,2025-09-30,2025-10-24
D00435,Negotiation,2025-10-24,2025-11-04
D00436,Lead,2026-02-22,2026-02-28
D00436,Qualified,2026-02-28,2026-03-08
D00436,Demo,2026-03-08,2026-03-18
D00436,Proposal,2026-03-18,2026-03-30
D00436,Negotiation,2026-03-30,2026-04-10
D00437,Lead,2026-01-28,2026-02-02
D00437,Qualified,2026-02-02,2026-02-13
D00437,Demo,2026-02-13,2026-02-24
D00437,Proposal,2026-02-24,2026-03-05
D00438,Lead,2026-07-07,2026-07-09
D00438,Qualified,2026-07-09,2026-07-14
D00438,Demo,2026-07-14,2026-07-20
D00438,Proposal,2026-07-20,
D00439,Lead,2024-09-22,2024-09-26
D00439,Qualified,2024-09-26,2024-10-06
D00439,Demo,2024-10-06,2024-10-17
D00440,Lead,2025-08-07,2025-08-12
D00440,Qualified,2025-08-12,2025-08-19
D00440,Demo,2025-08-19,2025-08-31
D00440,Proposal,2025-08-31,2025-09-29
D00440,Negotiation,2025-09-29,2025-10-07
D00441,Lead,2024-02-09,2024-02-14
D00441,Qualified,2024-02-14,2024-02-23
D00441,Demo,2024-02-23,2024-03-04
D00441,Proposal,2024-03-04,2024-03-15
D00441,Negotiation,2024-03-15,2024-04-01
D00442,Lead,2026-06-26,2026-06-28
