deal_id,account_name,rep_id,product,deal_amount,created_date,original_expected_close_date,current_expected_close_date,actual_close_date,current_stage,status,lost_reason
D00413,FusionGrid Ltd.,R009,Starter,6900,2025-04-17,2025-05-23,2025-05-23,2025-05-23,Negotiation,Closed Won,
D00414,PinnacleSystems Inc.,R005,Starter,7200,2025-08-02,2025-09-07,2025-09-07,2025-08-26,Proposal,Closed Lost,Budget cut
D00415,PinnacleBridge Group,R003,Pro,24400,2025-06-12,2025-07-28,2025-07-28,2025-07-11,Proposal,Closed Lost,Price too high
D00416,HarborLoop Inc.,R005,Starter,7900,2026-05-01,2026-06-06,2026-06-07,2026-06-07,Negotiation,Closed Won,
D00417,PinnacleWave Co.,R007,Starter,4400,2026-04-13,2026-05-19,2026-05-23,2026-05-20,Negotiation,Closed Won,
D00418,RedwoodStream LLC,R011,Pro,13800,2024-12-26,2025-02-10,2025-02-13,2025-01-27,Proposal,Closed Lost,Lost to competitor
D00419,FusionStream Inc.,R007,Starter,3100,2026-04-29,2026-06-04,2026-06-16,2026-06-19,Negotiation,Closed Won,
D00420,QuartzPoint Inc.,R002,Pro,14400,2024-11-24,2025-01-09,2025-01-11,2025-01-05,Negotiation,Closed Won,
D00421,RapidPath Ltd.,R012,Enterprise,94200,2025-11-29,2026-02-06,2026-02-18,2026-01-11,Proposal,Closed Lost,Lost to competitor
D00422,CobaltPeak Ltd.,R004,Pro,12900,2024-01-24,2024-03-10,2024-03-13,2024-03-08,Negotiation,Closed Lost,Lost to competitor
D00423,PinnaclePeak LLC,R011,Enterprise,30900,2024-12-03,2025-02-10,2025-02-12,2025-01-08,Proposal,Closed Lost,Lost to competitor
D00424,CobaltLoop Group,R004,Starter,3300,2024-11-06,2024-12-12,2024-12-14,2024-11-20,Qualified,Closed Lost,Not the right time
D00425,CobaltBridge Co.,R008,Starter,6100,2024-04-28,2024-06-03,2024-06-21,2024-06-16,Proposal,Closed Lost,Price too high
D00426,DeltaSystems Ltd.,R006,Pro,23100,2024-11-17,2025-01-02,2025-01-07,2024-12-30,Negotiation,Closed Won,
D00427,NorthField LLC,R006,Enterprise,92000,2024-02-25,2024-05-04,2024-05-09,2024-04-05,Proposal,Closed Lost,Lost to competitor
D00428,SolaceLoop Group,R002,Starter,7300,2024-11-03,2024-12-09,2024-12-10,2024-12-05,Negotiation,Closed Won,
D00429,AnchorWorks Ltd.,R001,Pro,17400,2026-01-23,2026-03-10,2026-03-15,2026-03-08,Negotiation,Closed Won,
D00430,OrbitMetrics Ltd.,R005,Starter,6300,2025-09-22,2025-10-28,2025-10-28,2025-10-15,Proposal,Closed Lost,Price too high
D00431,NorthSystems LLC,R008,Starter,6800,2024-03-06,2024-04-11,2024-04-18,2024-04-02,Demo,Closed Lost,Lost to competitor
D00432,FusionBridge LLC,R011,Pro,22400,2024-01-17,2024-03-03,2024-03-14,2024-03-09,Negotiation,Closed Won,
D00433,RapidStream Ltd.,R006,Starter,7700,2024-06-13,2024-07-19,2024-07-21,2024-07-11,Proposal,Closed Lost,Price too high
D00434,PinnacleWave LLC,R009,Pro,17200,2025-10-07,2025-11-22,2025-11-23,2025-11-17,Negotiation,Closed Lost,Legal/procurement stalled
D00435,BrightGrid Inc.,R004,Starter,5100,2025-09-11,2025-10-17,2025-10-28,2025-11-04,Negotiation,Closed Won,
D00436,LumenMetrics Group,R009,Pro,16000,2026-02-22,2026-04-09,2026-04-12,2026-04-10,Negotiation,Closed Lost,Went dark
D00437,NimbusWorks Inc.,R007,Starter,5400,2026-01-28,2026-03-05,2026-03-10,2026-03-05,Proposal,Closed Lost,Lost to competitor
D00438,LumenPeak Co.,R009,Pro,22300,2026-07-07,2026-08-22,2026-08-22,,Proposal,Open,
D00439,FusionPeak LLC,R010,Pro,23700,2024-09-22,2024-11-07,2024-11-11,2024-10-17,Demo,Closed Lost,Lost to competitor
D00440,VertexSystems LLC,R007,Pro,16900,2025-08-07,2025-09-22,2025-10-09,2025-10-07,Negotiation,Closed Won,
D00441,ClearPath Group,R007,Starter,6500,2024-02-09,2024-03-16,2024-03-25,2024-04-01,Negotiation,Closed Lost,Legal/procurement stalled
D00442,SilverPeak Inc.,R010,Starter,3900,2026-06-26,2026-08-01,2026-08-02,,Proposal,Open,
D00443,BrightField LLC,R005,Starter,5200,2026-07-07,2026-08-12,2026-08-17,,Demo,Open,
D00444,SolaceStream LLC,R007,Starter,6900,2026-06-30,2026-08-05,2026-08-05,,Proposal,Open,
D00445,IonicPeak Ltd.,R001,Enterprise,27000,2026-06-24,2026-09-01,2026-09-05,,Proposal,Open,
D00446,IonicPath Inc.,R001,Pro,20800,2024-01-14,2024-02-29,2024-03-11,2024-03-09,Negotiation,Closed Won,
D00447,NimbusSystems Group,R010,Enterprise,34100,2025-07-08,2025-09-15,2025-09-15,2025-08-10,Negotiation,Closed Won,
D00448,RapidPath Group,R009,Pro,15700,2026-02-20,2026-04-07,2026-04-09,2026-03-30,Negotiation,Closed Won,
D00449,IonicSystems Inc.,R012,Starter,3800,2024-11-14,2024-12-20,2024-12-25,2024-12-23,Proposal,Closed Lost,Price too high
D00450,ClearLogic Ltd.,R001,Starter,6700,2026-02-14,2026-03-22,2026-03-25,2026-03-30,Negotiation,Closed Lost,Legal/procurement stalled
D00451,DeltaWave Inc.,R009,Pro,16000,2025-01-15,2025-03-02,2025-03-04,2025-02-13,Proposal,Closed Lost,Lost to competitor
D00452,OrbitField Group,R003,Starter,6200,2025-08-31,2025-10-06,2025-10-06,2025-09-03,Lead,Closed Lost,Not a fit (ICP mismatch)
D00453,ClearWave Ltd.,R006,Pro,14900,2024-11-09,2024-12-25,2024-12-25,2024-12-16,Negotiation,Closed Lost,Lost to competitor
D00454,OrbitSystems Co.,R008,Enterprise,55700,2026-05-07,2026-07-15,2026-07-16,2026-06-11,Negotiation,Closed Won,
D00455,LumenLogic LLC,R008,Pro,21400,2025-07-27,2025-09-11,2025-09-11,2025-07-30,Lead,Closed Lost,No response
D00456,DeltaWave LLC,R010,Pro,25000,2024-08-06,2024-09-21,2024-09-21,2024-08-12,Qualified,Closed Lost,Not the right time
D00457,OrbitLabs Inc.,R001,Pro,8600,2025-05-29,2025-07-14,2025-07-14,2025-06-03,Lead,Closed Lost,No response
D00458,SolaceMetrics Co.,R001,Enterprise,113100,2026-04-23,2026-07-01,2026-07-02,2026-05-04,Qualified,Closed Lost,No budget
D00459,NorthWave Co.,R003,Starter,7200,2024-06-30,2024-08-05,2024-08-21,2024-08-19,Negotiation,Closed Won,
D00460,QuartzWorks Inc.,R003,Pro,9400,2025-05-28,2025-07-13,2025-07-13,2025-06-03,Qualified,Closed Lost,Not the right time
D00461,AnchorPath Group,R012,Starter,7700,2025-08-04,2025-09-09,2025-09-16,2025-09-22,Negotiation,Closed Won,
D00462,AnchorPeak LLC,R005,Starter,4600,2024-07-01,2024-08-06,2024-08-06,2024-07-30,Negotiation,Closed Won,
D00463,DeltaWorks Inc.,R009,Pro,21500,2025-05-30,2025-07-15,2025-07-19,2025-07-13,Negotiation,Closed Won,
D00464,PinnacleWave Group,R005,Starter,5700,2026-05-31,2026-07-06,2026-07-06,2026-06-15,Demo,Closed Lost,Lost to competitor
D00465,AnchorField Inc.,R010,Starter,3100,2024-10-02,2024-11-07,2024-11-11,2024-11-14,Negotiation,Closed Lost,Lost to competitor
D00466,IonicStream Group,R007,Starter,4200,2026-05-12,2026-06-17,2026-06-30,2026-07-09,Negotiation,Closed Won,
D00467,NimbusPath LLC,R008,Pro,24500,2024-12-21,2025-02-05,2025-02-07,2025-01-25,Negotiation,Closed Won,
D00468,CobaltStream Ltd.,R003,Starter,6400,2025-03-07,2025-04-12,2025-04-15,2025-03-22,Qualified,Closed Lost,Not the right time
D00469,RedwoodField Co.,R001,Pro,24300,2025-04-10,2025-05-26,2025-06-02,2025-05-30,Negotiation,Closed Won,
D00470,SummitField LLC,R012,Enterprise,66300,2025-09-21,2025-11-29,2025-11-29,2025-10-08,Demo,Closed Lost,No internal champion
D00471,SilverLoop Ltd.,R006,Starter,3200,2025-04-02,2025-05-08,2025-05-11,2025-05-17,Negotiation,Closed Lost,Legal/procurement stalled
D00472,IonicField Co.,R006,Enterprise,96200,2024-03-21,2024-05-29,2024-05-31,2024-04-26,Negotiation,Closed Won,
D00473,QuartzPath LLC,R001,Pro,23500,2025-11-18,2026-01-03,2026-01-09,2025-12-31,Negotiation,Closed Won,
D00474,AnchorField LLC,R008,Starter,7300,2024-12-20,2025-01-25,2025-01-25,2025-01-06,Demo,Closed Lost,No internal champion
D00475,SummitPoint Co.,R001,Starter,5900,2025-04-23,2025-05-29,2025-05-30,2025-05-21,Proposal,Closed Lost,Lost to competitor
D00476,LumenLabs Co.,R007,Pro,14000,2026-01-22,2026-03-09,2026-03-21,2026-03-14,Negotiation,Closed Won,
D00477,CobaltStream Ltd.,R007,Pro,15100,2024-04-10,2024-05-26,2024-05-26,2024-04-13,Lead,Closed Lost,Not a fit (ICP mismatch)
D00478,ClearStream Group,R010,Pro,14900,2024-03-23,2024-05-08,2024-05-10,2024-05-05,Negotiation,Closed Lost,Lost to competitor
D00479,QuartzWave Ltd.,R010,Starter,4200,2025-12-01,2026-01-06,2026-01-10,2026-01-08,Negotiation,Closed Won,
D00480,FusionLoop LLC,R012,Starter,5400,2025-06-30,2025-08-05,2025-08-08,2025-08-03,Proposal,Closed Lost,Price too high
D00481,AnchorBridge Group,R008,Starter,3500,2026-05-17,2026-06-22,2026-06-27,2026-06-28,Negotiation,Closed Lost,Legal/procurement stalled
D00482,PinnacleSystems Ltd.,R012,Pro,10200,2024-06-07,2024-07-23,2024-07-27,2024-06-23,Qualified,Closed Lost,Not the right time
D00483,LumenStream Inc.,R003,Enterprise,86200,2025-09-25,2025-12-03,2025-12-08,2025-11-05,Negotiation,Closed Lost,Went dark
D00484,OrbitCore LLC,R009,Enterprise,95400,2026-05-16,2026-07-24,2026-07-25,2026-06-22,Negotiation,Closed Lost,Legal/procurement stalled
D00485,RedwoodLoop Inc.,R012,Pro,9100,2026-05-10,2026-06-25,2026-06-27,2026-06-15,Negotiation,Closed Won,
D00486,PinnacleBridge Group,R011,Starter,7000,2025-03-29,2025-05-04,2025-05-11,2025-05-18,Negotiation,Closed Won,
D00487,SolaceLabs Co.,R007,Pro,9600,2026-04-24,2026-06-09,2026-06-13,2026-06-09,Negotiation,Closed Lost,Lost to competitor
D00488,BrightPoint Co.,R008,Pro,21400,2025-06-12,2025-07-28,2025-07-29,2025-07-24,Negotiation,Closed Won,
D00489,RapidField Ltd.,R005,Pro,8400,2026-05-18,2026-07-03,2026-07-06,2026-07-01,Negotiation,Closed Won,
D00490,DeltaPoint LLC,R002,Starter,4700,2024-03-01,2024-04-06,2024-04-10,2024-04-13,Negotiation,Closed Lost,Lost to competitor
D00491,IonicLoop Group,R012,Enterprise,42500,2025-04-01,2025-06-09,2025-06-09,2025-04-10,Qualified,Closed Lost,No budget
D00492,RedwoodWave Ltd.,R001,Pro,9000,2026-03-28,2026-05-13,2026-05-16,2026-04-18,Demo,Closed Lost,Lost to competitor
D00493,LumenCore Group,R003,Pro,22400,2025-06-28,2025-08-13,2025-08-14,2025-07-14,Demo,Closed Lost,No internal champion
D00494,SolacePoint Inc.,R010,Starter,6100,2025-02-15,2025-03-23,2025-03-25,2025-03-24,Negotiation,Closed Lost,Legal/procurement stalled
D00495,RedwoodPoint Inc.,R006,Enterprise,56100,2025-07-07,2025-09-14,2025-09-16,2025-08-12,Negotiation,Closed Lost,Went dark
D00496,AnchorPoint Inc.,R009,Enterprise,93800,2026-05-08,2026-07-16,2026-07-18,2026-06-17,Negotiation,Closed Won,
D00497,AnchorWorks Ltd.,R011,Starter,8000,2026-05-18,2026-06-23,2026-06-24,2026-06-18,Proposal,Closed Lost,Price too high
D00498,SolaceSystems Ltd.,R007,Starter,7700,2024-06-10,2024-07-16,2024-07-26,2024-07-28,Negotiation,Closed Won,
D00499,RedwoodPeak Co.,R001,Starter,4100,2026-04-28,2026-06-03,2026-06-03,2026-05-27,Negotiation,Closed Won,
D00500,HarborLabs Inc.,R003,Starter,3400,2026-05-02,2026-06-07,2026-06-07,2026-06-06,Negotiation,Closed Won,
D00501,OrbitWorks Group,R001,Starter,3200,2024-07-05,2024-08-10,2024-08-10,2024-08-13,Negotiation,Closed Won,
D00502,SilverPeak Group,R011,Starter,7300,2025-04-12,2025-05-18,2025-05-18,2025-04-16,Lead,Closed Lost,Not a fit (ICP mismatch)
D00503,NorthLogic Ltd.,R009,Pro,10100,2024-05-03,2024-06-18,2024-06-22,2024-06-18,Negotiation,Closed Won,
D00504,BrightWave LLC,R012,Enterprise,75400,2024-08-23,2024-10-31,2024-11-02,2024-10-04,Negotiation,Closed Won,
D00505,RedwoodLabs Co.,R005,Starter,6700,2025-11-15,2025-12-21,2025-12-23,2025-12-27,Negotiation,Closed Won,
D00506,SummitMetrics Group,R011,Starter,4600,2026-05-04,2026-06-09,2026-06-23,2026-06-28,Negotiation,Closed Won,
D00507,NimbusPeak Ltd.,R009,Starter,8000,2024-08-18,2024-09-23,2024-10-01,2024-10-05,Negotiation,Closed Lost,Lost to competitor
D00508,FusionLabs Group,R007,Pro,9800,2025-08-28,2025-10-13,2025-10-24,2025-10-21,Negotiation,Closed Won,
D00509,OrbitWorks LLC,R009,Starter,5000,2025-08-10,2025-09-15,2025-09-16,2025-08-31,Demo,Closed Lost,No internal champion
D00510,HarborWorks Ltd.,R005,Starter,3200,2024-09-11,2024-10-17,2024-10-20,2024-10-22,Negotiation,Closed Won,
D00511,VertexSystems Ltd.,R007,Starter,7300,2024-07-09,2024-08-14,2024-08-14,2024-08-07,Proposal,Closed Lost,Price too high
D00512,RapidPeak Co.,R007,Enterprise,38800,2025-11-10,2026-01-18,2026-01-23,2025-12-30,Negotiation,Closed Won,
D00513,FusionWave Co.,R004,Starter,4500,2026-04-11,2026-05-17,2026-05-17,2026-05-14,Negotiation,Closed Lost,Legal/procurement stalled
D00514,LumenBridge Ltd.,R012,Starter,5700,2026-04-27,2026-06-02,2026-06-10,2026-06-08,Proposal,Closed Lost,Budget cut
D00515,DeltaPeak Ltd.,R001,Pro,17500,2024-06-24,2024-08-09,2024-08-17,2024-08-14,Negotiation,Closed Won,
D00516,RedwoodSystems Group,R007,Starter,5700,2025-06-04,2025-07-10,2025-07-11,2025-07-13,Negotiation,Closed Lost,Went dark
D00517,SilverCore LLC,R012,Pro,22400,2025-01-25,2025-03-12,2025-03-12,2025-02-14,Demo,Closed Lost,No internal champion
D00518,AnchorPath Ltd.,R001,Enterprise,30600,2026-07-02,2026-09-09,2026-09-09,2026-07-07,Lead,Closed Lost,No response
D00519,SilverLogic LLC,R002,Enterprise,42900,2026-05-29,2026-08-06,2026-08-12,2026-07-07,Proposal,Closed Lost,Budget cut
D00520,NimbusLogic Ltd.,R006,Pro,18000,2024-04-20,2024-06-05,2024-06-08,2024-05-30,Negotiation,Closed Lost,Lost to competitor
D00521,NimbusWave LLC,R002,Pro,13400,2026-06-21,2026-08-06,2026-08-06,2026-07-09,Demo,Closed Lost,Lost to competitor
D00522,IonicSystems Ltd.,R007,Starter,8000,2025-09-16,2025-10-22,2025-10-23,2025-10-24,Negotiation,Closed Won,
D00523,FusionMetrics Group,R009,Starter,6500,2024-07-01,2024-08-06,2024-08-12,2024-08-11,Negotiation,Closed Won,
D00524,LumenGrid Co.,R010,Starter,6300,2026-05-04,2026-06-09,2026-06-12,2026-06-17,Negotiation,Closed Won,
D00525,ClearGrid Ltd.,R002,Starter,7000,2026-04-30,2026-06-05,2026-06-10,2026-06-08,Proposal,Closed Lost,Lost to competitor
D00526,ClearMetrics Inc.,R008,Starter,4100,2025-04-25,2025-05-31,2025-06-01,2025-05-29,Negotiation,Closed Won,
D00527,RapidPath Group,R005,Pro,11800,2024-06-05,2024-07-21,2024-07-24,2024-07-16,Negotiation,Closed Lost,Lost to competitor
D00528,CobaltField Co.,R007,Pro,10000,2026-04-23,2026-06-08,2026-06-11,2026-06-04,Negotiation,Closed Won,
D00529,PinnaclePeak Co.,R005,Enterprise,60000,2025-02-01,2025-04-11,2025-04-14,2025-03-11,Negotiation,Closed Won,
D00530,DeltaCore Co.,R010,Starter,7400,2026-05-10,2026-06-15,2026-06-16,2026-06-08,Proposal,Closed Lost,Price too high
D00531,VertexWave Inc.,R007,Starter,5200,2025-06-13,2025-07-19,2025-08-07,2025-08-05,Negotiation,Closed Won,
D00532,SummitCore Ltd.,R006,Enterprise,54800,2026-04-22,2026-06-30,2026-07-01,2026-05-22,Negotiation,Closed Won,
D00533,FusionWave Co.,R005,Pro,23400,2025-12-17,2026-02-01,2026-02-02,2026-01-18,Negotiation,Closed Won,
D00534,SummitWorks LLC,R011,Starter,3700,2026-05-24,2026-06-29,2026-06-29,2026-06-08,Demo,Closed Lost,No internal champion
D00535,RedwoodPath LLC,R009,Enterprise,27200,2026-05-21,2026-07-29,2026-07-29,2026-06-04,Demo,Closed Lost,Lost to competitor
D00536,FusionSystems LLC,R008,Starter,3200,2026-07-15,2026-08-20,2026-08-21,,Qualified,Open,
D00537,DeltaPoint Ltd.,R005,Starter,7600,2025-05-15,2025-06-20,2025-07-07,2025-06-30,Proposal,Closed Lost,Price too high
D00538,PinnaclePeak Group,R011,Enterprise,117100,2026-06-29,2026-09-06,2026-09-09,,Proposal,Open,
D00539,RedwoodField Ltd.,R008,Pro,11200,2025-12-26,2026-02-10,2026-02-14,2026-02-10,Negotiation,Closed Won,
D00540,FusionMetrics Inc.,R005,Starter,4300,2025-10-17,2025-11-22,2025-11-23,2025-10-27,Qualified,Closed Lost,Not the right time
D00541,NorthSystems LLC,R007,Starter,6800,2026-04-17,2026-05-23,2026-05-24,2026-05-23,Negotiation,Closed Won,
D00542,ClearWave Inc.,R008,Starter,7000,2026-06-20,2026-07-26,2026-07-26,2026-07-21,Negotiation,Closed Won,
D00543,BrightField Co.,R005,Starter,3100,2024-06-02,2024-07-08,2024-07-14,2024-07-20,Negotiation,Closed Won,
D00544,DeltaStream LLC,R011,Pro,18400,2024-11-14,2024-12-30,2025-01-06,2025-01-01,Negotiation,Closed Won,
D00545,PinnacleBridge Group,R003,Enterprise,99300,2026-07-12,2026-09-19,2026-09-20,,Demo,Open,
D00546,CobaltLogic LLC,R012,Starter,5200,2026-07-01,2026-08-06,2026-08-10,,Demo,Open,
D00547,CobaltBridge Group,R006,Pro,17100,2025-05-11,2025-06-26,2025-07-09,2025-07-06,Negotiation,Closed Won,
D00548,NorthLabs LLC,R008,Pro,9800,2025-08-31,2025-10-16,2025-10-18,2025-10-11,Negotiation,Closed Won,
D00549,HarborSystems Co.,R010,Starter,5600,2026-02-13,2026-03-21,2026-03-29,2026-03-20,Proposal,Closed Lost,Lost to competitor
D00550,IonicCore Inc.,R004,Starter,3600,2024-04-01,2024-05-07,2024-05-13,2024-05-14,Negotiation,Closed Won,
D00551,DeltaPeak LLC,R001,Starter,5900,2026-06-30,2026-08-05,2026-08-07,,Proposal,Open,
D00552,RapidStream LLC,R002,Pro,15700,2025-02-06,2025-03-24,2025-03-26,2025-03-15,Negotiation,Closed Won,
D00553,AnchorBridge Group,R005,Starter,7100,2026-04-19,2026-05-25,2026-05-30,2026-06-06,Negotiation,Closed Won,
D00554,NimbusGrid Inc.,R002,Starter,4100,2024-06-12,2024-07-18,2024-07-24,2024-07-25,Negotiation,Closed Won,
D00555,AnchorSystems Group,R008,Enterprise,80100,2026-05-16,2026-07-24,2026-07-28,2026-06-10,Proposal,Closed Lost,Lost to competitor
D00556,QuartzSystems Group,R001,Pro,24400,2026-05-20,2026-07-05,2026-07-07,2026-05-27,Lead,Closed Lost,No response
D00557,FusionLoop Inc.,R012,Starter,4800,2026-01-02,2026-02-07,2026-02-07,2026-02-06,Negotiation,Closed Won,
D00558,SolaceWorks Ltd.,R003,Starter,4800,2026-06-25,2026-07-31,2026-08-01,2026-07-01,Lead,Closed Lost,Not a fit (ICP mismatch)
D00559,FusionCore Group,R003,Enterprise,79500,2026-02-01,2026-04-11,2026-04-17,2026-03-16,Negotiation,Closed Won,
D00560,BrightPath Inc.,R007,Starter,4800,2026-04-19,2026-05-25,2026-06-21,2026-07-01,Negotiation,Closed Won,
D00561,HarborLogic Ltd.,R003,Pro,19600,2024-07-31,2024-09-15,2024-09-18,2024-09-08,Negotiation,Closed Lost,Went dark
D00562,SolaceLoop Inc.,R012,Pro,23000,2025-03-08,2025-04-23,2025-04-24,2025-04-08,Negotiation,Closed Won,
D00563,ClearBridge Group,R010,Enterprise,99200,2026-05-02,2026-07-10,2026-07-18,2026-06-17,Negotiation,Closed Lost,Lost to competitor
D00564,QuartzWave Group,R012,Pro,23400,2026-06-04,2026-07-20,2026-07-24,2026-07-20,Negotiation,Closed Won,
D00565,SilverCore Inc.,R007,Pro,15200,2024-10-12,2024-11-27,2024-12-08,2024-12-02,Negotiation,Closed Lost,Went dark
D00566,QuartzLabs Ltd.,R005,Starter,6500,2026-05-04,2026-06-09,2026-06-12,2026-06-04,Proposal,Closed Lost,Lost to competitor
D00567,RapidSystems Co.,R003,Pro,22600,2024-03-13,2024-04-28,2024-05-05,2024-04-30,Negotiation,Closed Won,
D00568,CobaltLogic Inc.,R009,Enterprise,86400,2026-03-20,2026-05-28,2026-05-28,2026-03-31,Qualified,Closed Lost,No budget
D00569,PinnacleStream Inc.,R005,Pro,21700,2025-02-06,2025-03-24,2025-03-28,2025-03-24,Negotiation,Closed Won,
D00570,ClearLogic Group,R005,Enterprise,81500,2024-10-01,2024-12-09,2024-12-09,2024-11-03,Negotiation,Closed Won,
D00571,OrbitMetrics Group,R002,Pro,22900,2024-06-26,2024-08-11,2024-08-12,2024-07-24,Negotiation,Closed Lost,Lost to competitor
D00572,OrbitWave Ltd.,R010,Pro,16700,2025-07-17,2025-09-01,2025-09-02,2025-08-03,Demo,Closed Lost,Lost to competitor
D00573,HarborPeak Ltd.,R002,Enterprise,90200,2024-05-10,2024-07-18,2024-07-18,2024-06-14,Negotiation,Closed Won,
D00574,SolaceLogic Group,R002,Pro,18400,2024-06-13,2024-07-29,2024-07-31,2024-07-30,Negotiation,Closed Lost,Went dark
D00575,NimbusPath Ltd.,R004,Enterprise,71700,2026-05-20,2026-07-28,2026-07-30,2026-07-02,Negotiation,Closed Lost,Legal/procurement stalled
D00576,RedwoodLabs Ltd.,R002,Pro,21600,2026-07-14,2026-08-29,2026-08-29,,Demo,Open,
D00577,RedwoodLabs Co.,R004,Pro,24600,2026-04-09,2026-05-25,2026-05-25,2026-05-13,Negotiation,Closed Lost,Lost to competitor
D00578,SummitPath Group,R007,Enterprise,47400,2025-04-26,2025-07-04,2025-07-04,2025-05-29,Negotiation,Closed Lost,Lost to competitor
D00579,PinnacleLogic Group,R004,Enterprise,104300,2026-05-02,2026-07-10,2026-07-14,2026-05-24,Demo,Closed Lost,No internal champion
D00580,DeltaBridge Co.,R009,Pro,14900,2025-02-08,2025-03-26,2025-03-28,2025-03-21,Negotiation,Closed Won,
D00581,SilverField LLC,R007,Pro,20800,2024-08-08,2024-09-23,2024-09-23,2024-09-14,Negotiation,Closed Won,
D00582,VertexWorks LLC,R007,Enterprise,107900,2026-06-14,2026-08-22,2026-08-23,2026-06-20,Lead,Closed Lost,No response
D00583,QuartzSystems Ltd.,R003,Starter,3500,2026-06-19,2026-07-25,2026-07-25,,Negotiation,Open,
D00584,OrbitSystems Group,R007,Starter,6600,2024-06-06,2024-07-12,2024-07-20,2024-07-30,Negotiation,Closed Lost,Lost to competitor
D00585,OrbitLogic Ltd.,R008,Enterprise,40700,2024-08-12,2024-10-20,2024-10-22,2024-09-23,Negotiation,Closed Won,
D00586,DeltaField Inc.,R004,Pro,15400,2024-09-08,2024-10-24,2024-11-02,2024-10-28,Negotiation,Closed Won,
D00587,RapidField Co.,R008,Enterprise,88000,2026-07-04,2026-09-11,2026-09-15,,Proposal,Open,
D00588,FusionLabs Ltd.,R006,Starter,4600,2024-06-17,2024-07-23,2024-07-24,2024-07-20,Negotiation,Closed Won,
D00589,AnchorPath Group,R005,Starter,3200,2026-05-07,2026-06-12,2026-06-12,2026-06-07,Negotiation,Closed Won,
D00590,LumenGrid Co.,R003,Pro,21800,2025-11-11,2025-12-27,2026-01-01,2025-12-16,Proposal,Closed Lost,Price too high
D00591,HarborPeak LLC,R006,Pro,17800,2024-10-16,2024-12-01,2024-12-01,2024-11-04,Demo,Closed Lost,Lost to competitor
D00592,SolaceBridge LLC,R005,Starter,7100,2026-04-20,2026-05-26,2026-06-08,2026-06-07,Negotiation,Closed Lost,Legal/procurement stalled
D00593,NorthBridge Ltd.,R003,Starter,6900,2026-01-08,2026-02-13,2026-02-13,2026-02-09,Negotiation,Closed Won,
D00594,RapidLoop Inc.,R008,Starter,4700,2025-07-05,2025-08-10,2025-08-10,2025-08-04,Negotiation,Closed Lost,Went dark
D00595,BrightLabs Group,R005,Pro,23300,2024-03-18,2024-05-03,2024-05-07,2024-04-27,Negotiation,Closed Won,
D00596,QuartzLabs Inc.,R004,Enterprise,27000,2026-07-07,2026-09-14,2026-09-17,,Demo,Open,
D00597,BrightMetrics Ltd.,R002,Enterprise,25300,2026-05-05,2026-07-13,2026-07-30,2026-07-05,Negotiation,Closed Lost,Went dark
D00598,NimbusCore Group,R002,Enterprise,40400,2026-03-23,2026-05-31,2026-06-07,2026-05-07,Negotiation,Closed Lost,Legal/procurement stalled
D00599,SolaceCore Ltd.,R006,Starter,3200,2025-10-19,2025-11-24,2025-11-24,2025-11-09,Demo,Closed Lost,Lost to competitor
D00600,FusionWave Group,R003,Pro,17400,2025-08-30,2025-10-15,2025-10-19,2025-10-16,Negotiation,Closed Won,
D00601,VertexLogic Ltd.,R007,Starter,7900,2024-11-03,2024-12-09,2024-12-09,2024-12-05,Negotiation,Closed Won,
D00602,NorthBridge LLC,R012,Pro,23400,2026-06-10,2026-07-26,2026-07-26,2026-06-26,Demo,Closed Lost,No internal champion
D00603,ClearBridge Ltd.,R005,Starter,7700,2024-04-19,2024-05-25,2024-05-27,2024-06-05,Negotiation,Closed Won,
D00604,HarborStream Co.,R004,Pro,14600,2026-06-10,2026-07-26,2026-07-28,2026-07-04,Demo,Closed Lost,Lost to competitor
D00605,CobaltSystems Inc.,R003,Pro,21800,2025-12-08,2026-01-23,2026-01-28,2026-01-24,Negotiation,Closed Won,
D00606,SummitPath Inc.,R007,Starter,5600,2024-11-28,2025-01-03,2025-01-03,2024-12-17,Demo,Closed Lost,No internal champion
D00607,NimbusLoop Co.,R005,Starter,3600,2025-06-20,2025-07-26,2025-07-28,2025-07-28,Negotiation,Closed Won,
D00608,PinnaclePath Co.,R009,Pro,10500,2025-07-18,2025-09-02,2025-09-16,2025-09-14,Negotiation,Closed Won,
D00609,NimbusLogic Co.,R012,Pro,15100,2024-12-01,2025-01-16,2025-01-16,2025-01-07,Negotiation,Closed Won,
D00610,BrightMetrics Ltd.,R004,Starter,5800,2025-05-19,2025-06-24,2025-06-30,2025-06-22,Proposal,Closed Lost,Lost to competitor
D00611,RapidMetrics Ltd.,R011,Pro,15600,2024-10-14,2024-11-29,2024-11-29,2024-11-09,Negotiation,Closed Lost,Legal/procurement stalled
D00612,RedwoodPath LLC,R012,Starter,4800,2025-03-13,2025-04-18,2025-04-19,2025-03-19,Lead,Closed Lost,Not a fit (ICP mismatch)
D00613,NimbusLoop Inc.,R004,Pro,20500,2026-05-06,2026-06-21,2026-06-21,2026-05-25,Proposal,Closed Lost,Price too high
D00614,ClearBridge Group,R009,Starter,7200,2026-04-20,2026-05-26,2026-05-28,2026-06-04,Negotiation,Closed Won,
D00615,HarborMetrics Ltd.,R005,Starter,6000,2026-06-11,2026-07-17,2026-07-29,,Proposal,Open,
